AtomicSymbol,Z,AtomicMass,AtomicNumber,AtomicRadius,Block,BoilingPoint,CovalentRadius,ElectronAffinity,Electronegativity,FusionHeat,MagneticType,MassDensity,MassMagneticSusceptibility,MeltingPoint,MolarHeatCapacity,MolarMagneticSusceptibility,MolarVolume,Phase,SoundSpeed,SpecificFusionHeat,SpecificHeat,SpecificIonizationEnergies,ThermalConductivity,Valence,ValenceElectronCount,VaporizationHeat,VolumeMagneticSusceptibility,MagneticOrdering
Sb,51,1.3640763618311862,1.4972502268352612,2.396140447634526,1.0403847833914326,1.0074126813530928,3.153420630545225,1.320920361230203,3.2447710676748085,1.3746944558657657,-1.2214378516209228,0.7802688919235341,-0.0062254021538099315,0.717569113857556,3.2164281164870405,-0.004726663256899478,0.0034215294645188817,0.0,1.1310352700842123,0.15887827568294077,0.12791293999381975,0.04878154147064931,0.2994712202639006,2.875180818873826,2.3980371821544373,0.3275845195872284,-0.004981734748475148,0.0
Te,52,1.4295018377928659,1.5266080744202664,2.2159795117221552,1.0403847833914326,0.6271731122727509,3.1307341511887845,2.4344869448254323,3.323911825422975,1.2211752780533451,-1.2214378516209228,0.7270237248921686,-0.0022274374678769478,0.5114797779523809,3.2729969211791086,-0.0017738344400421552,0.003848238927787041,0.0,0.8631584955905831,0.13467602987811297,0.12420531854472354,0.0485191421548625,0.037433902532987576,3.450216982648591,2.877644618585325,0.23123613147333769,-0.0016583034847663847,0.0
I,53,1.4217098204477243,1.5559659220052715,2.071850762992259,1.0403847833914326,0.11699190748164777,3.153420630545225,3.778446614681743,4.210288312202435,0.5415040090110833,-1.2214378516209228,0.5755604488729668,-0.0025701201552426325,0.1293747653070804,6.947572329799621,-0.004060584862747102,0.004834437105073574,0.0,,0.060046504749637,0.2650949336103801,0.05659134629101098,0.005602607412437141,4.025253146423356,3.3572520550162124,0.10068406557901577,-0.0015149933070705245,0.0
Xe,54,1.470874488944661,1.5853237695902767,1.9457381078535998,1.0403847833914326,-0.06855738474236549,3.176107109901665,0.0,4.115319402904635,0.16049732225843963,-1.2214378516209228,0.0006874102527025312,-0.002455892592787404,-0.1272128299149656,2.65262719713195,-0.002012482848642204,4.187795868081783,3.139299861419661,0.36047615333093314,0.01720240606827199,0.09783177130348572,0.0634872988225277,7.05005164371266e-05,3.450216982648591,3.8368594914470995,0.06089218128797893,-1.733370720702312e-06,0.0
Cs,55,1.48893877609335,1.6146816171752818,5.368795890188637,0.0,0.4259444922419189,5.535500962971474,0.5823825236044015,1.250423972421024,0.1458432189217995,1.2214378516209228,0.2189226889539078,0.0015991858743731931,0.03236075923776048,4.104469450851756,0.0013250329552122124,0.01331103913670915,0.0,,0.015442102131295198,0.1495407317802144,0.020132258904633216,0.44920683039585096,0.5750361637747652,0.47960743643088743,0.31313226137014477,0.00035895787365724954,0.0
Ba,56,1.538473345443424,1.644039464760287,4.55807167858297,0.0,1.187058421002069,4.8775930616347,0.1785546418523385,1.408705487917356,0.5582515556815292,1.2214378516209228,0.4089508452518448,0.0064538572787203865,0.827224752667084,3.5925982891158044,0.005528094479810091,0.007362829776889045,0.0,0.5357535489872585,0.05720539454818592,0.12667706617745436,0.02608073409748974,0.22460341519792548,1.1500723275495304,0.9592148728617749,0.6744387167972349,0.002706515070198965,0.0
La,57,1.5561569329504845,1.673397312345292,4.07163715161957,3.1211543501742978,2.198914636551426,4.696101226783177,0.6143815633628851,1.7410966704596536,0.43264495565318517,1.2214378516209228,0.716071764933857,0.0062825159350375455,1.04683187407664,3.456629440991076,0.005442608482699625,0.004253267877779799,0.0,0.8185123665083115,0.043830383664999036,0.12049769709562731,0.027589113904521692,0.16221357764294617,1.7251084913242956,0.9592148728617749,1.926967762277814,0.0046139052923891075,0.0
Ce,58,1.5697184914121098,1.7027551599302972,3.7833796541597775,3.1211543501742978,2.132896414206926,4.628041788713855,0.6399807951696719,1.77275297355892,0.3837979445310513,1.2214378516209228,0.7793368102249544,0.1256503187007509,0.908012864688216,3.433110834102331,0.10979963945530015,0.003942053177396764,0.0,0.6944953412797795,0.03854587332473897,0.1186438863710792,0.02716269313109365,0.13725764262095447,2.3001446550990607,0.9592148728617749,1.6860967919930874,0.1004263130939182,0.0
Pr,59,1.5785874524223533,1.7321130075153024,4.449975117035548,3.1211543501742978,2.088461072244282,4.605355309357415,0.6399807951696719,1.788581125108553,0.48149196677531897,1.2214378516209228,0.7736278098211536,0.24159129459280743,1.059348342136252,3.470489835643751,0.2123044738238406,0.003993580721943545,0.0,0.7540235133894748,0.04808586346380958,0.11926182327926191,0.026636068363399927,0.16221357764294617,2.3001446550990607,0.9592148728617749,1.5897484038791965,0.19167395052112535,0.0
Nd,60,1.6159420382987348,1.7614708551003073,3.7113152797948294,3.1211543501742978,1.967850858345676,4.559982350644534,0.6399807951696719,1.8044092766581863,0.4954482556673572,1.2214378516209228,0.8167365883804649,0.2741461498925474,1.161755808078532,3.497391107234058,0.24660929208096105,0.0038723059306145675,0.0,0.7705591167532791,0.04833587048288897,0.1174080125547138,0.026321525480364143,0.21212544768692962,1.7251084913242956,0.9592148728617749,1.3729645306229425,0.22962385043382438,0.0
Pm,61,1.6244339065828022,1.7908287026853125,3.693299186203592,3.1211543501742978,1.9043717983990411,4.514609391931653,0.6399807951696719,1.8202374282078195,0.5373171223434718,0.0,0.8463301823103706,,1.2516468059612,,,0.003756540803556634,0.0,,0.05214655876880535,,0.026522830268021005,0.1871695126649379,1.7251084913242956,0.9592148728617749,1.397051627651415,,0.0
Sm,62,1.68448194616407,1.8201865502703176,4.287830274714414,3.1211543501742978,1.1445274508378238,4.4919229125752125,0.6399807951696719,1.8518937313070858,0.6001204223576438,1.2214378516209228,0.8566995912070697,0.06339629716265159,1.219786705445824,3.7608607489755057,0.059448387157236084,0.0038482536933254936,0.0,0.704416703298062,0.05616542703114281,0.12111563400381002,0.025790494870778388,0.16221357764294617,1.7251084913242956,0.9592148728617749,0.8430483959965437,0.05569852420562256,0.0
Eu,63,1.7024515460686134,1.8495443978553228,4.1617176195757555,3.1211543501742978,0.969325245385112,4.4919229125752125,0.6399807951696719,1.8202374282078195,0.6419892890337585,1.2214378516209228,0.6109795534189955,0.15763403618821475,0.9353215222728241,3.529481984734294,0.14939390378363068,0.005453483171444653,0.0,,0.05944975125481389,0.11246451728925216,0.02564012314499161,0.17469154515394203,1.7251084913242956,0.9592148728617749,0.8430483959965437,0.09876800960915182,0.0
Gd,64,1.761670564207901,1.878902245440328,4.197749806758229,3.1211543501742978,2.0630694482656278,4.446549953862331,0.6399807951696719,1.8993781859559855,0.6978144446019116,0.0,0.9205471875597794,,1.494011142024596,4.816158385396667,,0.0037454545905876747,0.0,0.886308340299909,0.062447100295061425,0.148304857963849,0.026875156153227716,0.13725764262095447,1.7251084913242956,0.9592148728617749,1.4693129187368332,,4.964297310557721
Tb,65,1.7804395424363777,1.908260093025333,4.053621058028333,3.1211543501742978,2.050373636276301,4.40117699514945,0.6399807951696719,1.7410966704596536,0.7536396001700645,1.2214378516209228,0.9575974350783225,7.76747424695551,1.542939153530352,3.691164747852073,7.698672994358461,0.0036389002500331323,0.0,0.866465616263344,0.0667319030167955,0.11246451728925216,0.025355015187933292,0.13725764262095447,1.7251084913242956,0.9592148728617749,1.4211387246798879,7.628086841218556,0.0
Dy,66,1.8204862746186576,1.9376179406103382,4.107669338802044,3.1211543501742978,1.629507468830113,4.355804036436569,0.6399807951696719,1.931034489055252,0.7745740335081217,1.2214378516209228,0.9962788255693803,3.1127010769049654,1.606659354561104,3.4631292576497628,3.1545223412898262,0.0035762873182956976,0.0,0.8962297023181917,0.06707683223847528,0.1031954636665116,0.025112813137533052,0.13725764262095447,1.7251084913242956,0.9592148728617749,1.3488774335944698,3.180325814838183,0.0
Ho,67,1.8477132320790126,1.9669757881953434,4.07163715161957,3.1211543501742978,1.713934618559137,4.355804036436569,0.6399807951696719,1.9468626406048852,1.1862845558232495,1.2214378516209228,1.0247073173760612,3.135546589396011,1.677206719988008,3.472828501666587,3.2251978894009032,0.0035290728644681497,0.0,0.9127653056819959,0.10121650206106601,0.10195958985014619,0.02508821211703765,0.19964748017593376,1.7251084913242956,0.9592148728617749,1.2766161425090519,3.295076321407511,0.0
Er,68,1.873801315731951,1.9963336357803485,4.07163715161957,3.1211543501742978,1.8205794392694834,4.287744598367248,0.6399807951696719,1.9626907921545185,1.3886507447578038,1.2214378516209228,1.0562815849154488,2.1531895522810496,1.703377516839924,3.585895610608221,2.2460234689149026,0.0034719201229419,0.0,0.9359151503913219,0.11683326444366422,0.1038134005746943,0.025092333647959517,0.1871695126649379,1.7251084913242956,0.9592148728617749,1.3729645306229425,2.3324618578244167,0.0
Tm,69,1.892568781556446,2.0256914833653537,3.999572777254622,3.1211543501742978,1.2378416689593768,4.310431077723688,0.6399807951696719,1.9785189437041517,1.1723282669312114,1.2214378516209228,1.0859916890576766,1.1365642464295194,1.75799483200914,3.449343763575815,1.1974415426082965,0.00341075923868313,0.0,,0.09765502191296309,0.09886990530923268,0.02515547459652441,0.21212544768692962,1.7251084913242956,0.9592148728617749,1.2043548514236337,1.2658246781166553,0.0
Yb,70,1.9386218301008344,2.0550493309503586,3.999572777254622,3.1211543501742978,0.7592095569617511,4.242371639654367,0.6399807951696719,1.8202374282078195,0.5373171223434718,1.2214378516209228,0.7654720949585814,0.003369713092429229,0.931907940074748,3.4007808076668997,0.0036331548771947756,0.004956665703820912,0.0,0.5258321869689759,0.04369528747711159,0.09516228386013645,0.024833638741367445,0.4866407329288385,1.7251084913242956,0.9592148728617749,0.7707871049111256,0.002647826140285423,0.0
Lu,71,1.9601517410089093,2.084407178535364,3.909492309298437,2.080769566782865,2.1595576193845125,4.242371639654367,0.6399807951696719,2.010175246803418,1.5351917781242053,1.2214378516209228,1.1465769994653574,0.0006853653747313685,1.8922623984667961,3.4385491370388794,0.0007480024747165715,0.003345895408771609,0.0,,0.1234724207511168,0.09516228386013645,0.021308611210069616,0.19964748017593376,1.7251084913242956,0.9592148728617749,1.999229053363232,0.0008052667127672169,0.0
Hf,72,1.9995773120712967,2.113765026120369,3.7473474669773035,2.080769566782865,2.9219411293435953,3.9701338873770817,0.0,2.0576597014523177,1.7794268337348744,1.2214378516209228,1.5507509260119814,0.0030270304050635443,2.540843016101236,3.280010595393772,0.003369573052770841,0.0025236088695029697,0.0,0.9954433225010173,0.14029080973480837,0.0889829147783094,0.026274593047710067,0.28699325275290477,2.3001446550990607,0.9592148728617749,3.034974225587557,0.004811127394075313,0.0
Ta,73,2.027157735146732,2.1431228737053742,3.6032187182474074,2.080769566782865,3.4646870918873223,3.856701490594879,0.3967880930051966,2.374222732444982,2.5121320005668815,1.2214378516209228,1.9398950351690072,0.0061111745913547035,3.432925830531764,3.2328116306689183,0.006895870433577534,0.002045197273984579,0.0,1.1244210287386907,0.19536732608878465,0.08651116714557859,0.029951961304330837,0.711244148126764,2.875180818873826,0.9592148728617749,3.540803263185483,0.012160892221620158,0.0
W,74,2.0595581336978093,2.172480721290379,3.477106063108748,2.080769566782865,3.526261780035558,3.675209655743356,1.0060498100067243,3.735443765713438,2.4423505561066903,1.2214378516209228,2.242821587207411,0.002621522558347485,3.893759427272024,3.0967974986596363,0.0030062575650513634,0.0017972364636170118,0.0,1.7111042360864661,0.1869523652355006,0.08156767188011695,0.029829420907719124,2.121254476869296,3.450216982648591,0.9592148728617749,3.853935524555628,0.0060326760515781236,0.0
Re,75,2.0860756168487162,2.201838568875384,3.3870255951525627,2.080769566782865,3.552288194613678,3.4256583828225105,0.18559443059920488,3.0073487944303103,2.302787667186308,1.2214378516209228,2.4490446630181704,0.0026043884239792003,3.625224294356712,3.255483026293835,0.0030240671477827106,0.0016670907250614412,0.0,1.5543467161976017,0.17402869666884033,0.08465735642103048,0.029067768820561057,0.5989424405278012,4.025253146423356,0.9592148728617749,3.3962806810146473,0.006544498114777627,0.0
Os,76,2.1311452555120445,2.2311964164603895,3.3329773143788515,2.080769566782865,3.1815704845253316,3.266853027327427,1.3580392473500438,3.482193340919307,2.1632247782659255,1.2214378516209228,2.631965696364437,0.00034268268736568425,3.451131602254836,3.1558854068633027,0.0003918108200896327,0.0015847425572157476,0.0,1.6337176123438621,0.16002418239150015,0.08033179806375154,0.03144809817594061,1.0980611409676357,3.450216982648591,0.9592148728617749,3.034974225587557,0.0009554011846390707,0.0
Ir,77,2.153405601528459,2.2605542640453944,3.2428968464226666,2.080769566782865,2.810852774436985,3.1987935892581056,1.9327420014124093,3.482193340919307,1.81431755596497,1.2214378516209228,2.628470389994763,0.0009538001465011545,2.805964566818472,3.213379031370393,0.0011433752113524736,0.0016034249726158444,0.0,1.5956857246071123,0.13282642511138903,0.08094973497193425,0.032605058655731115,1.8716951266493789,3.450216982648591,0.9592148728617749,2.6977548671889395,0.0025727589043494942,0.0
Pt,78,2.1855245809089614,2.2899121116303998,3.1888485656489554,2.080769566782865,2.4280740429587775,3.0853611924759035,2.627761144966673,3.6088185533163726,1.395628889203823,1.2214378516209228,2.499144054316829,0.006967881309768913,2.0120791336192636,3.3110989360557554,0.008477361380121144,0.0017115527910821476,0.0,0.886308340299909,0.10067259766457946,0.08218560878829965,0.03176082020423918,0.8984136607917019,3.450216982648591,0.47960743643088743,2.3605355087903224,0.017558908914830904,0.0
Au,79,2.206614998422862,2.3192699592154047,3.134800284875244,2.080769566782865,1.8129619520758873,3.0853611924759035,2.8517544232760588,4.020350493606836,0.8722680557523894,-1.2214378516209228,2.2486470978235342,-0.00101662530585153,1.2108886345161727,3.2450218629449394,-0.001250232707740555,0.0019205744937203974,0.0,0.5754389970603887,0.0623189925786239,0.0797756548463871,0.03218402742062582,3.992949603518675,2.875180818873826,0.47960743643088743,1.5897484038791965,-0.0023475571965417153,0.0
Hg,80,2.2472306633741894,2.34862780680041,3.0807520041015333,2.080769566782865,0.22644885054763,2.994615275050142,0.0,3.1656303099266427,0.15979950781383773,-1.2214378516209228,1.576849213572213,-0.001199389405779895,-0.04418313225043036,3.5709739421480284,-0.0014995668659794122,0.00278922391460899,1.5696499307098306,0.46531187865745227,0.011210495400615358,0.08620219869148724,0.035756343100570215,0.10356713034126565,1.1500723275495304,0.9592148728617749,0.2851912288171165,-0.0019380995459821117,0.0
Tl,81,2.289667598809608,2.377985654385415,2.8105106002329774,1.0403847833914326,0.9350465530139292,3.2895395066838677,0.24575262534515402,2.564160551040581,0.29308206673280285,-1.2214378516209228,1.3806460160211853,-0.0017134134368284215,0.345909662738368,3.364549871599121,-0.002183454842863135,0.00324575689434372,0.0,0.2705224710318379,0.020179659159346962,0.07971386115556883,0.02053836393352143,0.5739865055058095,1.7251084913242956,1.4388223092926624,0.7948742019395982,-0.002429448726653634,0.0
Pb,82,2.3212600375445285,2.4073435019704204,2.7744784130505034,1.0403847833914326,1.110248758466641,3.3122259860403083,0.44926651820910973,3.687959311064539,0.3328574900751118,-1.2214378516209228,1.3212258077367294,-0.0008567067184142108,0.3726038755273223,3.358090042837362,-0.0011077560458897797,0.003438528594943582,0.0,0.4166972047678677,0.02260640787020773,0.07847798733920343,0.024596577955369618,0.4367288628848551,2.3001446550990607,1.9184297457235497,0.8575006542136272,-0.0011601300099188688,0.0
Bi,83,2.3412058453188735,2.4367013495554253,2.576301383546896,1.0403847833914326,0.9928124975653668,3.357598944753189,1.1673249703894817,3.197286613025909,0.7606177446160836,-1.2214378516209228,1.1394698765136873,-0.009709342808694387,0.3087016167793396,3.253600691916085,-0.012822899566569798,0.004021264548154162,0.0,0.591974600424193,0.05121814824894711,0.07538830279828991,0.02395763132146578,0.09982374008796688,2.875180818873826,2.3980371821544373,0.7707871049111256,-0.011601300099188703,0.0
Po,84,2.3414254239710734,2.46605919714043,2.432172634817,1.0403847833914326,0.6106685566866259,3.176107109901665,2.3461695950920176,3.1656303099266427,0.907158777982485,0.0,1.071427912517369,,0.289016626103768,,,0.004277039560663854,0.0,,0.06108013625750207,,0.02767306943820379,,3.450216982648591,2.877644618585325,0.4817419405694535,,0.0
At,85,2.352628416430265,2.4954170447254356,2.2880438860871037,1.0403847833914326,,3.40297190346607,3.457176255506568,3.482193340919307,0.4186886667611469,0.0,0.7456653588637626,,0.343633941272984,,,0.006174975865708441,0.0,,0.028056590061138316,,0.03120057811070549,0.02495593502199172,4.025253146423356,3.3572520550162124,0.1926967762277814,,0.0
Rn,86,2.4870643259405663,2.5247748923104405,2.1619312309484444,1.0403847833914326,-0.03916657998707362,3.40297190346607,0.0,,0.20934433338057346,0.0,0.0011336443658975643,,-0.080788112021132,2.6531366634846933,,4.293743312288234,3.139299861419661,,0.013270008812700554,0.05786979145131025,0.03326747892268083,4.504546271469505e-05,3.450216982648591,3.8368594914470995,0.0818961298968071,,0.0
Fr,87,2.498267318399758,2.554132739895446,,0.0,,5.8984846326745215,,1.1079706084743248,0.1395628889203823,0.0,0.3378796157351424,,,,,0.014471142127322794,0.0,,0.008807001364482878,,0.012135923831323347,,0.5750361637747652,0.47960743643088743,0.31313226137014477,,0.0
Ra,88,2.5318762957773333,2.583490587480451,,0.0,1.1026312712730448,5.013711937773343,,1.4245336394669892,0.5582515556815292,0.0,0.5825510616123145,,0.7965025128844,2.6533536075561077,,0.008506176278248475,0.0,,0.034760377066897025,0.056850195552808784,0.016049420116748193,0.23708138270892135,1.1500723275495304,0.9592148728617749,0.6021774257118169,,0.0
Ac,89,2.543079288236525,2.612848435065456,3.513138250291222,3.1211543501742978,2.0313299182923106,4.8775930616347,0.43224131702140084,1.7410966704596536,0.9769402224426761,0.0,1.1732578380872014,,1.1947537693266,3.4762097090144466,,0.004242211631768675,0.0,,0.060562683391884475,0.0741524289819245,0.015655566846489312,0.1497356101319503,1.7251084913242956,0.9592148728617749,1.926967762277814,,0.0
Th,90,2.599516603348195,2.642206282650461,3.2428968464226666,3.1211543501742978,3.059690689427793,4.673414747426736,0.7504944238683009,2.0576597014523177,1.1165031113630584,1.2214378516209228,1.3659657292685552,0.004112192248388212,1.991256282211,3.4941329390782307,0.00605525812865796,0.003724591827744783,0.0,0.8234730475174529,0.06771180042828151,0.07291655516555909,0.01801663406470561,0.6738102455937764,2.3001446550990607,0.9592148728617749,2.5532322850181037,0.005732407107834416,0.0
Pa,91,2.5882932214427274,2.6715641302354665,3.2428968464226666,3.1211543501742978,2.5391623978653883,4.5372958712880935,0.6792363553193443,2.374222732444982,1.0467216669028672,1.2214378516209228,1.7907619633962548,0.018561978898974565,1.788717071791824,2.921809862936917,0.02674643134593684,0.0028287952077086925,0.0,,0.06375507467540374,0.06123754760090598,0.017509067333596348,0.5864644730168054,2.875180818873826,0.9592148728617749,2.2641871206764317,0.0340873494090868,0.0
U,92,2.666636083799629,2.7009219778204714,3.1528163784664813,3.1211543501742978,2.492822684104345,4.446549953862331,0.3890171853192608,2.184284913849383,0.9769402224426761,1.2214378516209228,2.2195195447429183,0.012336576745164635,1.29147193160542,3.523599681508906,0.018308251047824655,0.0023514225115314753,0.0,1.0433965722560496,0.05775655205057979,0.07168068134919368,0.017880307747807207,0.3369051227968882,3.450216982648591,0.9592148728617749,2.0233161503917048,0.028047849063332686,0.0
Np,93,2.6551092128284424,2.7302798254054763,3.1528163784664813,3.1211543501742978,2.5391623978653883,4.310431077723688,0.5927880919150641,2.152628610750117,0.6978144446019116,0.0,2.3826338419943665,,0.732782311853648,,,0.002180976456655384,0.0,,0.04143378279071059,,0.01816527879409057,0.07486780506597515,3.450216982648591,0.9592148728617749,1.6138355009076693,,0.0
Pu,94,2.7335301600427844,2.7596376729904817,3.1528163784664813,3.1211543501742978,2.050373636276301,4.242371639654367,0.0,2.026003398353051,,1.2214378516209228,2.3087663673819248,0.018105068649153653,0.72823086892288,,0.02755142448539372,0.0023172333832906346,0.0,0.7474092720439531,,,0.017066221420523855,0.07486780506597515,3.450216982648591,0.9592148728617749,1.565661306850724,0.04287021601359025,0.0
Am,95,2.7223271675835927,2.7889955205754866,3.1528163784664813,3.1211543501742978,1.276563895526824,4.083566284159284,0.12349751914897168,2.0576597014523177,,1.2214378516209228,1.592694602448068,0.029413597332221236,1.338124221645792,,0.044559575993830036,0.0033452894647123593,0.0,,,,0.016940088437454967,0.12477967510995859,2.3001446550990607,0.9592148728617749,,0.048043030998993215,0.0
Cm,96,2.7671391374203598,2.818353368160492,,3.1211543501742978,1.9741987643403394,3.834015011238439,,2.0576597014523177,,0.0,1.574052968476474,,1.5304226854707401,,,0.0034406266428789636,0.0,,,,0.016752255480052707,,2.3001446550990607,0.9592148728617749,,,0.0
Bk,97,2.7671391374203598,2.847711215745497,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.7220209381260017,,1.1947537693266,,,0.0031449841640930096,0.0,,,,0.017328925203978787,0.12477967510995859,2.3001446550990607,0.9592148728617749,,,0.0
Cf,98,2.8119511072571264,2.8770690633305023,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.75930420606919,,1.0240746594228,,,0.003128187079998117,0.0,,,,0.017251384952255658,,2.3001446550990607,0.9592148728617749,,,0.0
Es,99,2.8231540997163185,2.906426910915507,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.0299502769305722,,0.97856023011512,,,0.005364684915004615,0.0,,,,0.0174938024008394,,2.3001446550990607,0.9592148728617749,,,0.0
Fm,100,2.879169062012277,2.9357847585005126,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.1313141616511149,,1.737513338820684,,,0.004980923105250965,,,,,0.01737514853593551,,1.7251084913242956,0.9592148728617749,,,0.0
Md,101,2.890372054471469,2.9651426060855175,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.2082109017839402,,0.941010825936284,,,0.0046820591217604625,,,,,0.017528636211082645,,1.7251084913242956,0.9592148728617749,,,0.0
No,102,2.9015750469306605,2.9945004536705224,,3.1211543501742978,,,,2.0576597014523177,,0.0,1.1581115104852813,,0.941010825936284,,,0.004903535496310393,,,,,0.01765344108143912,,1.7251084913242956,0.9592148728617749,,,0.0
Lr,103,2.935184024308236,3.023858301255528,,2.080769566782865,,,,,,0.0,1.8175593122304212,,1.851299412089884,,,0.003160622567649544,,,,,,,1.7251084913242956,1.4388223092926624,,,0.0
Rf,104,2.9911989866041946,3.0532161488405327,,2.080769566782865,,,,,,0.0,2.7030369258811393,,,,,0.002165804343046509,,,,,,,2.3001446550990607,0.9592148728617749,,,0.0
Db,105,3.0024019790633862,3.082573996425538,,2.080769566782865,,,,,,0.0,3.413749221048163,,,,,0.001721325955609148,,,,,,,2.875180818873826,0.9592148728617749,,,0.0
Sg,106,3.013604971522578,3.111931844010543,,2.080769566782865,,,,,,0.0,4.1128104949829405,,,,,0.0014340804600571507,,,,,,,3.450216982648591,0.9592148728617749,,,0.0
Bh,107,3.0248079639817695,3.1412896915955484,,2.080769566782865,,,,,,0.0,4.322528877163374,,,,,0.0013695749320939787,,,,,,,4.025253146423356,0.9592148728617749,,,0.0
Hs,108,3.013604971522578,3.1706475391805533,,2.080769566782865,,,,,,0.0,4.776918705220979,,,,,0.0012347082985370065,,,,,,,,0.9592148728617749,,,0.0
Mt,109,3.103228911196112,3.2000053867655587,,2.080769566782865,,,,,,0.0,4.357481940860112,,,,,0.0013938117156516302,,,,,,,,0.9592148728617749,,,0.0
Ds,110,3.1480408810328786,3.2293632343505636,,2.080769566782865,,,,,,0.0,4.054555388821709,,,,,0.0015195780783921833,,,,,,,,0.47960743643088743,,,0.0
Rg,111,3.1592438734920707,3.2587210819355685,,2.080769566782865,,,,,,0.0,3.3438430936546855,,,,,0.0018491117375859592,,,,,,,,0.47960743643088743,,,0.0
Cn,112,3.1928528508696457,3.288078929520574,,2.080769566782865,,,,,,0.0,1.6311429725144806,,,,,0.0038310054350517674,,,,,,,,0.9592148728617749,,,0.0
Nh,113,3.2040558433288373,3.317436777105579,,1.0403847833914326,,,,,,0.0,1.8641633971594065,,,,,0.003363891614462117,,,,,,,,1.4388223092926624,,,0.0
Fl,114,3.2488678131656044,3.346794624690584,,1.0403847833914326,,,,,,0.0,1.6311429725144806,,,,,0.003898216056719335,,,,,,,,1.9184297457235497,,,0.0
Mc,115,3.2488678131656044,3.376152472275589,,1.0403847833914326,,,,,,0.0,1.5728878663532493,,,,,0.004042594429190426,,,,,,,,2.3980371821544373,,,0.0
Lv,116,3.2824767905431798,3.4055103198605945,,1.0403847833914326,,,,,,0.0,1.5029817389597715,,,,,0.004274387133029334,,,,,,,,2.877644618585325,,,0.0
Ts,117,3.2936797830023714,3.4348681674455994,,1.0403847833914326,,,,,,0.0,0.8272225074894866,,,,,0.007792645599541598,,,,,,,,3.3572520550162124,,,0.0
Og,118,3.2936797830023714,3.464226015030605,,1.0403847833914326,,,,,,0.0,0.5709000403800683,,,,,0.011291384440153089,,,,,,,,3.8368594914470995,,,0.0
